timestamp,aggregated_power
1594136118,600.32952
1594136119,1983.75696
1594136120,2029.116
1594136122,1998.53472
1594136123,1984.91496
1594136124,1977.6528
1594136126,1973.25792
1594136127,1963.1628
1594136128,1959.18192
1594136129,1957.0932
1594136131,1955.04336
1594136132,1957.48776
1594136133,1961.7384
1594136135,1965.84336
1594136136,1967.70312
1594136137,1976.09688
1594136139,1973.69496
1594136140,1971.35424
1594136141,1969.08576
1594136143,1971.30048
1594136144,1966.47072
1594136145,1965.0984
1594136146,1967.08296
1594136148,1973.41488
1594136149,1966.09128
1594136150,1964.05488
1594136152,1962.76416
1594136153,1963.41
1594136154,1955.81256
1594136156,1955.58504
1594136157,1953.954
1594136158,1954.0512
1594136160,1957.89144
1594136161,1970.51112
1594136162,1972.09224
1594136164,1969.17456
1594136165,2166.75528
1594136166,2396.01912
1594136167,2726.89128
1594136169,2733.8808
1594136170,2741.83824
1594136171,2751.666
1594136173,2752.8048
1594136174,2752.75368
1594136175,2758.43424
1594136177,2756.19624
1594136178,2427.86832
1594136179,2123.51856
1594136181,2061.73728
1594136182,1925.61456
1594136183,1939.60992
1594136184,1951.87632
1594136186,1953.62544
1594136187,1956.90384
1594136188,1959.62784
1594136190,1963.38648
1594136191,1967.79936
1594136192,1973.64264
1594136194,1970.28312
1594136195,1964.42568
1594136196,1965.58368
1594136198,1971.11424
1594136199,1966.40448
1594136200,1959.57192
1594136202,1954.60656
1594136203,1961.44224
1594136204,1958.13264
1594136205,1961.4672
1594136207,1960.96872
1594136208,1962.10008
1594136209,1959.07896
1594136211,1966.53408
1594136212,1960.97664
1594136213,1954.62576
1594136215,1952.54592
1594136216,1957.58136
1594136217,1955.85168
1594136219,1957.63056
1594136220,1962.5928
1594136221,1971.99864
1594136222,1972.46424
1594136224,1964.78928
1594136225,1960.2588
1594136226,1957.506
1594136228,1955.28576
1594136229,1964.85288
1594136230,1964.7684
1594136232,1954.01232
1594136233,1952.01288
1594136234,1952.85864
1594136236,1957.75728
1594136237,1955.94576
1594136238,1862.71152
1594136240,1776.94728
1594136241,1850.85384
1594136242,1931.754
1594136243,1943.75448
1594136245,1949.60976
1594136246,1946.24232
1594136247,1950.79848
1594136249,1957.48704
1594136250,1961.10048
1594136251,1959.50808
1594136253,1958.64336
1594136254,1958.55504
1594136255,1958.4096
1594136257,1957.98912
1594136258,2087.358
1594136259,2360.7576
1594136261,2697.70848
1594136262,2737.9032
1594136263,2748.56448
1594136264,2761.7796
1594136266,2760.24312
1594136267,2775.6996
1594136268,2770.85904
1594136270,2779.20816
1594136271,2652.24384
1594136272,2347.58736
1594136274,2149.54584
1594136275,1968.05448
1594136276,1967.49456
1594136278,1970.62704
1594136279,1969.38552
1594136280,1961.17248
1594136281,1964.44632
1594136283,1964.7528
1594136284,1961.34288
1594136285,1959.98328
1594136287,1962.36408
1594136288,1962.30432
1594136289,1963.65
1594136291,1966.86888
1594136292,1968.49248
1594136293,1969.75296
1594136295,1965.89832
1594136296,1970.01336
1594136297,1971.93768
1594136298,1944.3888
1594136300,1791.498
1594136301,1773.24744
1594136302,1950.53832
1594136304,1931.21184
1594136305,1938.75792
1594136306,1945.43016
1594136308,1941.1728
1594136309,1945.84344
1594136310,1947.39576
1594136312,1468.4004
1594136313,495.32112
1594136314,499.75152
1594136316,502.77888
1594136317,497.88792
1594136318,500.38704
1594136319,497.81976
1594136321,498.08928
1594136322,494.54136
1594136323,501.99888
1594136325,501.27168
1594136326,498.44928
1594136327,498.2472
1594136329,499.9296
1594136330,496.83288
1594136331,496.13112
1594136333,499.31208
1594136334,496.84704
1594136335,497.94408
1594136337,500.81496
1594136338,504.81192
1594136339,498.97392
1594136340,495.15816
1594136342,503.75544
1594136343,497.93856
1594136344,496.32648
1594136346,501.05688
1594136347,502.93608
1594136348,500.14968
1594136350,500.23464
1594136351,867.17616
1594136352,1134.98472
1594136354,1332.04128
1594136355,1299.71064
1594136356,1310.62752
1594136357,1317.48144
1594136359,1325.42136
1594136360,1237.76328
1594136361,1205.8464
1594136363,1258.95048
1594136364,948.90144
1594136365,751.4916
1594136367,503.58696
1594136368,498.63048
1594136369,501.1404
1594136371,499.16952
1594136372,498.84504
1594136373,496.72104
1594136375,503.02848
1594136376,502.38216
1594136377,500.5632
1594136378,1366.72632
1594136380,2057.8968
1594136381,2024.61432
1594136382,1995.84528
1594136384,1985.08608
1594136385,1974.1044
1594136386,1962.42504
1594136388,1956.12432
1594136389,1961.68104
1594136390,1960.07808
1594136392,1956.87648
1594136393,1952.68224
1594136394,1958.48448
1594136396,1956.18864
1594136397,1953.42504
1594136398,1955.29104
1594136399,1964.00544
1594136401,1972.62432
1594136402,1970.72928
1594136403,1970.35104
1594136405,1964.61672
1594136406,1963.07256
1594136407,1951.50768
1594136409,1952.70984
1594136410,1961.90784
1594136411,1970.52072
1594136413,1972.04232
1594136414,1967.18184
1594136415,1966.48968
1594136417,1956.65376
1594136418,1960.75968
1594136419,1970.78256
1594136420,1922.20944
1594136422,1783.722
1594136423,1756.9776
1594136424,1962.756
1594136426,1933.6584
1594136427,1952.61216
1594136428,1961.0784
1594136430,1964.1264
1594136431,1952.95728
1594136432,1948.68696
1594136434,1953.89232
1594136435,1959.87768
1594136436,1959.9888
1594136438,1339.794
1594136439,503.9292
1594136440,500.26776
1594136441,497.71896
1594136443,502.49736
1594136444,889.74384
1594136445,1206.20328
1594136447,1295.01888
1594136448,1294.01568
1594136449,1299.14856
1594136451,1301.64936
1594136452,1306.71384
1594136453,1319.55312
1594136455,1320.82896
1594136456,1224.24288
1594136457,907.54632
1594136459,709.93896
1594136460,500.22528
1594136461,500.25744
1594136462,500.30736
1594136464,499.47024
1594136465,501.23664
1594136466,501.03672
1594136468,493.25496
1594136469,488.54568
1594136470,489.62424
1594136472,488.91984
1594136473,466.8888
1594136474,449.04096
1594136476,450.11904
1594136477,454.50792
1594136478,450.62304
1594136480,449.79744
1594136481,450.87
1594136482,354.88536
1594136483,330.96648
1594136485,441.04944
1594136486,452.3112
1594136487,454.69368
1594136489,450.80232
1594136490,452.0484
1594136491,452.22192
1594136493,455.2044
1594136494,451.55568
1594136495,452.09376
1594136497,452.81544
1594136498,450.01008
1594136499,451.42032
1594136500,453.894
1594136502,452.29224
1594136503,449.5308
1594136504,452.49864
1594136506,1523.3316
1594136507,1993.5864
1594136508,1954.98576
1594136510,1944.91488
1594136511,1934.05344
1594136512,1921.7196
1594136514,1915.51488
1594136515,1919.5272
1594136516,1929.50376
1594136518,1925.04024
1594136519,1926.30072
1594136520,1930.04352
1594136521,1927.72104
1594136523,1923.4764
1594136524,1923.35304
1594136525,1918.12824
1594136527,1913.8812
1594136528,1910.61648
1594136529,1909.83408
1594136531,1913.61768
1594136532,1912.698
1594136533,1911.49368
1594136535,1913.61144
1594136536,2153.3424
1594136537,2456.75808
1594136538,2747.79048
1594136540,2714.93592
1594136541,2722.344
1594136542,2650.51032
1594136544,2549.74848
1594136545,2598.78744
1594136546,2726.10288
1594136548,2711.15472
1594136549,2395.5396
1594136550,2213.81184
1594136552,1898.26728
1594136553,1896.27096
1594136554,1902.57288
1594136556,1908.16632
1594136557,1914.79584
1594136558,1913.4048
1594136559,1918.70976
1594136561,1918.9764
1594136562,1921.3692
1594136563,818.76048
1594136565,448.31232
1594136566,453.09264
1594136567,452.90736
1594136569,450.54528
1594136570,448.64352
1594136571,453.29184
1594136573,454.88328
1594136574,449.5572
1594136575,447.53016
1594136576,453.51648
1594136578,453.62496
1594136579,449.72112
1594136580,450.5484
1594136582,450.12264
1594136583,450.9204
1594136584,447.41136
1594136586,450.20544
1594136587,449.74632
1594136588,447.37392
1594136590,448.2468
1594136591,451.62096
1594136592,451.2156
1594136594,449.44392
1594136595,451.11888
1594136596,452.82672
1594136597,449.99496
1594136599,447.33432
1594136600,454.56624
1594136601,453.58008
1594136603,448.92936
1594136604,331.36032
1594136605,335.84424
1594136607,461.30832
1594136608,448.88712
1594136609,448.38528
1594136611,453.94392
1594136612,451.46304
1594136613,450.37344
1594136615,447.82656
1594136616,452.34024
1594136617,451.01832
1594136618,450.792
1594136620,453.47136
1594136621,452.52912
1594136622,453.25176
1594136624,454.55856
1594136625,454.23072
1594136626,449.63616
1594136628,453.51408
1594136629,692.19528
1594136630,1000.29624
1594136632,1292.44872
1594136633,2835.95976
1594136634,2794.30848
1594136636,2774.25576
1594136637,2770.12848
1594136638,2768.86128
1594136640,2762.92536
1594136641,2744.80704
1594136642,2428.09968
1594136643,2223.65424
1594136645,1911.42624
1594136646,1910.82408
1594136647,1917.68544
1594136649,1917.16368
1594136650,1919.87016
1594136651,1929.97968
1594136653,1926.83904
1594136654,1919.90424
1594136655,1914.99576
1594136656,1913.3256
1594136658,1909.26816
1594136659,1912.79616
1594136660,1917.15312
1594136662,1915.55328
1594136663,1911.63456
1594136664,1810.6488
1594136666,1717.38048
1594136667,1796.97288
1594136668,1876.7676
1594136670,1900.15176
1594136671,1913.42304
1594136672,1915.38192
1594136674,1919.43576
1594136675,1924.48704
1594136676,1924.65552
