timestamp,aggregated_power
1594131068,3457.30944
1594131070,2003.31552
1594131071,859.25088
1594131072,631.22184
1594131074,627.06456
1594131075,631.95576
1594131076,637.25616
1594131077,637.91448
1594131079,636.4812
1594131080,637.85784
1594131081,635.66712
1594131083,639.26568
1594131084,635.92128
1594131085,635.25144
1594131087,636.98832
1594131088,641.67048
1594131089,632.86464
1594131091,634.81872
1594131092,640.1556
1594131093,635.16168
1594131095,630.44904
1594131096,633.86208
1594131097,635.8728
1594131098,633.4296
1594131100,698.484
1594131101,964.59288
1594131102,1303.3776
1594131104,1320.40968
1594131105,1327.10976
1594131106,1328.58096
1594131108,1336.15272
1594131109,1329.74664
1594131110,1332.45504
1594131112,1333.46352
1594131113,1119.61776
1594131114,852.4404
1594131115,689.52888
1594131117,638.0028
1594131118,635.83488
1594131119,632.78376
1594131121,634.28664
1594131122,639.30264
1594131123,639.76128
1594131125,636.39576
1594131126,639.60816
1594131127,641.2356
1594131129,638.87736
1594131130,633.33
1594131131,636.89016
1594131133,638.4204
1594131134,635.55528
1594131135,632.43264
1594131136,636.42984
1594131138,640.31328
1594131139,633.45456
1594131140,630.82656
1594131142,634.79808
1594131143,642.27528
1594131144,636.3648
1594131146,630.76416
1594131147,633.57624
1594131148,637.8768
1594131150,634.52064
1594131151,632.00952
1594131152,637.66416
1594131154,634.41792
1594131155,632.04576
1594131156,634.06512
1594131157,641.73744
1594131159,632.91264
1594131160,637.07712
1594131161,636.62448
1594131163,636.26928
1594131164,634.45344
1594131165,630.55632
1594131167,638.45352
