timestamp,aggregated_power
1594131168,634.37472
1594131169,591.1608
1594131171,531.96288
1594131172,534.77976
1594131173,529.398
1594131175,531.50208
1594131176,531.68832
1594131177,530.53272
1594131178,528.10008
1594131180,529.3908
1594131181,533.44968
1594131182,525.94704
1594131184,528.41352
1594131185,533.53896
1594131186,528.9864
1594131188,530.4192
1594131189,531.5232
1594131190,530.99472
1594131192,563.63088
1594131193,803.83872
1594131194,1146.15144
1594131196,1204.96488
1594131197,1204.55088
1594131198,1211.83776
1594131200,1216.27704
1594131201,1211.58048
1594131202,1211.05152
1594131203,1217.14416
1594131205,1078.53024
1594131206,776.622
1594131207,596.93832
1594131209,533.01288
1594131210,533.44296
1594131211,529.19712
1594131213,531.78792
1594131214,533.84016
1594131215,531.26232
1594131217,533.22264
1594131218,531.41952
1594131219,536.38272
1594131221,527.52696
1594131222,530.88816
1594131223,534.07632
1594131224,530.78376
1594131226,528.40968
