timestamp,aggregated_power
1581095478,2181.78888
1581095479,2554.42128
1581095481,2586.23448
1581095482,2578.1184
1581095483,2534.29992
1581095484,2576.09064
1581095485,2544.30072
1581095486,2558.68248
1581095488,2566.27272
1581095489,2553.93072
1581095490,2568.97464
1581095491,2554.49088
1581095492,2546.38368
1581095494,2650.70856
1581095495,2630.97528
1581095496,2630.51352
1581095497,2636.67744
1581095498,2619.57768
1581095500,2642.37408
1581095501,2645.9856
1581095502,2646.38712
1581095503,2642.77344
1581095504,2635.47168
1581095506,2657.74536
1581095507,2622.68952
1581095508,2640.61272
1581095509,2627.97144
1581095510,2670.98016
1581095512,2644.6332
1581095513,2626.34736
1581095514,2652.49824
1581095515,2617.18992
1581095516,2632.05072
1581095518,2659.83
1581095519,2632.548
1581095520,2647.9536
1581095521,2637.51792
1581095522,2637.8604
1581095524,2657.78136
1581095525,2635.15344
1581095526,2642.19816
1581095527,2631.86736
1581095528,2655.22728
1581095529,2645.51208
1581095531,2650.56312
1581095532,2638.7172
1581095533,2648.38848
1581095534,2622.09024
1581095535,2680.0128
1581095537,2617.488
1581095538,2647.0656
1581095539,2641.07184
1581095540,2643.7968
1581095541,2663.56872
1581095543,2628.27288
1581095544,2655.51096
1581095545,2623.10304
1581095546,2653.41984
1581095547,2632.66896
1581095549,2655.86544
1581095550,2638.38168
1581095551,2625.7716
1581095552,2653.98384
1581095553,2645.06352
1581095555,2634.21312
1581095556,2640.4092
1581095557,2609.44248
1581095558,2652.33096
1581095559,2643.28512
1581095561,2658.168
1581095562,2638.54464
1581095563,2645.04672
1581095564,2658.93408
1581095565,2640.0648
1581095567,2663.31312
1581095568,2624.86008
1581095569,2680.14192
