timestamp,aggregated_power
1594132002,513.01488
1594132004,2036.78448
1594132005,1557.20424
1594132006,1561.39608
1594132007,1568.7504
1594132009,1554.73608
1594132010,1557.80928
1594132011,1573.79928
1594132013,1580.23416
1594132014,1585.2108
1594132015,1588.61232
1594132017,1599.37752
1594132018,1604.95944
1594132019,1599.87264
1594132021,1816.64712
1594132022,2119.95696
1594132023,2307.47328
1594132025,2305.13328
1594132026,2310.90576
1594132027,2305.97256
1594132028,2310.05376
1594132030,2304.05736
1594132031,2305.52232
1594132032,2245.2408
1594132034,1916.58936
1594132035,1745.43888
1594132036,1599.40608
1594132038,1604.76312
1594132039,1614.24864
1594132040,1601.36256
1594132042,1592.45424
1594132043,1596.216
1594132044,1601.20032
1594132046,1601.18784
1594132047,1608.756
1594132048,1596.18552
1594132049,1601.5344
1594132051,1593.79704
1594132052,1593.10368
1594132053,1598.29536
1594132055,1600.37496
1594132056,1590.08208
1594132057,1588.96584
1594132059,1589.19336
1594132060,1580.20032
1594132061,1585.62384
1594132063,1589.75184
1594132064,1596.71016
1594132065,1593.26136
1594132067,1593.438
1594132068,1595.19384
1594132069,1591.68816
1594132070,1589.8464
1594132072,1585.9236
1594132073,1590.0072
1594132074,1579.6356
1594132076,1573.83456
1594132077,1570.66296
1594132078,1573.99008
1594132080,1571.91648
1594132081,1618.7868
