timestamp,aggregated_power
1581096279,519.98904
1581096281,561.51072
1581096282,560.8248
1581096283,566.7252
1581096284,550.0536
1581096285,554.80224
1581096286,554.304
1581096288,566.49216
1581096289,550.01088
1581096290,549.3372
1581096291,552.94008
1581096292,561.58032
1581096294,563.66928
1581096295,553.21848
1581096296,551.76792
1581096297,557.51304
1581096298,565.43424
1581096300,559.58832
1581096301,548.62008
1581096302,541.25232
1581096303,568.5396
1581096304,558.51528
1581096306,559.46448
1581096307,538.4364
1581096308,561.72144
1581096309,559.69728
1581096310,557.18136
1581096312,549.95832
1581096313,555.82176
1581096314,553.57968
1581096315,559.64184
1581096316,554.21352
1581096318,562.21584
1581096319,551.8392
1581096320,552.3972
1581096321,559.09872
1581096322,560.22264
1581096324,565.668
1581096325,547.79448
1581096326,547.55496
1581096327,552.06936
1581096328,570.06528
1581096329,700.8384
1581096331,564.90912
1581096332,555.426
