timestamp,aggregated_power
1594131784,944.54448
1594131786,515.98608
1594131787,508.93152
1594131788,510.69432
1594131790,513.30984
1594131791,513.5736
1594131792,508.22832
1594131794,507.49032
1594131795,509.77176
1594131796,512.77512
1594131798,507.49872
1594131799,510.2988
1594131800,513.43152
1594131802,512.37408
1594131803,509.57256
1594131804,511.56696
1594131805,512.89248
1594131807,510.15552
1594131808,506.46888
1594131809,512.1756
1594131811,513.05328
1594131812,513.04968
1594131813,509.65248
1594131815,513.78696
1594131816,509.88072
1594131817,508.026
1594131819,511.56024
1594131820,512.58984
1594131821,510.72792
1594131822,510.88704
1594131824,510.88008
1594131825,515.2356
1594131826,510.4572
1594131828,510.5796
1594131829,518.53296
1594131830,510.65952
1594131832,507.9228
1594131833,513.21912
1594131834,512.60976
1594131836,644.7984
1594131837,850.46616
1594131838,1190.66064
1594131840,1192.9848
1594131841,1202.19624
1594131842,1206.92736
1594131844,1210.9392
1594131845,1206.05064
1594131846,1204.2468
