timestamp,aggregated_power
1594130907,535.55808
1594130909,538.452
1594130910,538.66584
1594130911,603.35712
1594130913,610.2912
1594130914,646.07328
1594130915,646.82688
1594130917,844.6392
1594130919,1153.6812
1594130919,1317.69432
1594130920,3987.26064
1594130922,3491.14992
1594130923,3687.9948
1594130924,3806.75928
1594130926,3893.39448
1594130927,3983.5644
1594130928,3972.85632
1594130930,3657.06888
1594130931,3447.38304
1594130932,3467.70864
1594130934,3544.08984
1594130935,3511.88328
1594130936,3485.95656
1594130937,3482.81688
1594130939,3471.18936
1594130940,3485.04792
1594130941,3479.52072
1594130943,3485.18832
1594130944,3487.02288
1594130945,3488.52792
1594130947,3480.19296
1594130948,3454.02408
1594130949,3443.39664
1594130951,3442.07664
1594130952,3437.14848
1594130953,3423.90456
1594130954,3456.44136
1594130956,3459.30576
1594130957,3479.63064
1594130958,3497.12256
1594130960,3490.44384
1594130961,3497.6316
1594130962,3473.47464
1594130964,3489.144
1594130965,3509.89584
1594130966,3489.87696
1594130967,3459.4068
1594130969,3472.51008
1594130970,3474.42528
1594130971,3456.06672
1594130973,3455.65272
1594130974,3466.08312
1594130975,3471.94056
1594130977,3465.64512
1594130978,3448.40664
1594130979,3460.2228
1594130981,3481.54272
1594130982,3468.98184
1594130983,3453.73248
1594130984,3452.4192
1594130986,3467.42928
1594130987,3481.40784
1594130988,3453.86592
1594130990,3450.4956
1594130991,3461.68248
1594130992,3473.30184
1594130994,3465.53688
1594130995,3459.30456
1594130996,3474.47688
1594130998,3479.7024
1594130999,3476.86944
1594131000,3461.6796
1594131001,3446.62032
1594131003,3440.112
1594131004,3456.9948
1594131006,3454.6284
1594131007,3459.52368
1594131008,3595.65384
1594131009,3802.52064
1594131011,4118.65944
1594131012,4083.93456
1594131013,4098.396
1594131015,4079.3604
1594131016,4066.5624
1594131017,4058.93904
1594131019,4051.96104
1594131020,4058.51472
1594131021,3785.39088
1594131023,3611.61216
1594131024,3445.07928
1594131025,3457.8276
1594131026,3458.49288
1594131028,3464.382
1594131029,3465.58848
1594131030,3466.90056
1594131032,3481.37664
1594131033,3467.51664
1594131034,3482.7228
1594131036,3481.83576
1594131037,3484.36392
1594131038,3487.6944
1594131039,3486.91152
1594131041,3506.85504
1594131042,3494.28576
1594131043,3494.53272
1594131045,3499.65648
1594131046,3481.72752
1594131047,3468.35592
1594131049,3463.00968
1594131050,3458.35968
1594131051,3470.84328
1594131053,3464.8752
1594131054,3478.63392
1594131055,3485.30784
1594131057,3479.58648
1594131058,3489.44736
1594131059,3479.04288
1594131060,3486.51048
1594131062,3480.40416
1594131063,3460.50144
1594131064,3458.0268
1594131066,3451.13232
1594131067,3450.89112
