timestamp,aggregated_power
1581096521,2045.43456
1581096522,1587.4392
1581096523,1579.49856
1581096524,1588.82376
1581096526,1585.75944
1581096527,1566.57696
1581096528,1570.28688
1581096529,1567.7484
1581096530,1580.94192
1581096532,1564.44672
1581096533,1564.596
1581096534,1562.62656
1581096535,1574.46648
1581096536,1559.33856
1581096538,1558.45608
1581096539,1567.71648
1581096540,1570.02168
1581096541,1542.68064
1581096542,1552.69632
1581096544,1566.38088
1581096545,1565.3316
1581096546,1555.1568
1581096547,1544.45736
1581096548,1557.94392
1581096550,1565.97792
1581096551,1560.60624
1581096552,1541.65752
1581096553,1548.21264
1581096554,1561.50384
1581096556,1563.41208
1581096557,1546.61232
1581096558,1548.58464
1581096559,1558.58496
1581096560,1564.8
1581096562,1544.72088
1581096563,1545.426
1581096564,1555.15872
1581096565,1560.85584
1581096566,1544.62152
1581096567,1543.6452
1581096569,1555.00128
1581096570,1559.18496
1581096571,1548.99528
1581096572,1535.3148
1581096573,1544.72568
1581096575,1552.53024
1581096576,1544.39304
1581096577,1523.66688
1581096578,1540.7544
1581096579,1551.83448
1581096581,1552.44744
1581096582,1534.60848
1581096583,1540.96248
1581096584,1553.67264
1581096585,1556.63928
1581096587,1535.36232
1581096588,1547.66832
1581096589,1553.75064
1581096590,1550.46216
1581096591,1527.77376
1581096593,1540.94856
1581096594,1552.01712
1581096595,1548.46536
1581096596,1530.64584
1581096597,1536.83256
1581096599,1551.30936
1581096600,1545.6816
1581096601,1527.83448
1581096602,1525.14576
1581096603,1550.24784
1581096605,1544.49456
1581096606,1531.19568
1581096607,1525.75392
1581096608,1556.32392
1581096609,1545.8184
1581096611,1526.34408
1581096612,1526.0784
1581096613,1554.14256
1581096614,1540.72032
1581096615,1333.97688
