timestamp,aggregated_power
1594131320,1325.72928
1594131322,530.60736
1594131323,529.3224
1594131324,528.13992
1594131326,534.33744
1594131327,532.9116
1594131328,528.39024
1594131329,529.01376
1594131331,532.59192
1594131332,522.27456
1594131333,526.98432
1594131335,532.5576
1594131336,531.28056
1594131337,527.17632
1594131339,531.47784
1594131340,530.54712
1594131341,524.54352
1594131342,525.84936
1594131344,528.77832
1594131345,531.52536
1594131346,526.25328
1594131348,526.91496
1594131349,531.4968
1594131350,531.76296
1594131352,529.19448
1594131353,530.4216
1594131354,532.87632
1594131356,529.85496
1594131357,530.51352
1594131358,532.18824
1594131360,533.57304
1594131361,526.59816
1594131362,529.66416
1594131363,533.40864
1594131365,534.1896
1594131366,526.24584
1594131367,531.93048
1594131369,536.0112
1594131370,527.31768
1594131371,529.81488
1594131373,531.38496
1594131374,533.95056
1594131375,529.10232
1594131377,776.83872
1594131378,1074.55032
1594131379,1214.08656
1594131381,1206.6396
1594131382,1215.00384
1594131383,1224.87624
1594131384,1217.346
1594131386,1218.40608
1594131387,1221.87384
