timestamp,aggregated_power
1581095909,987.56016
1581095910,1023.41136
1581095911,2056.25328
1581095912,2093.98224
1581095913,2098.692
1581095915,2067.8304
1581095916,2087.7096
1581095917,2094.588
1581095918,2088.95136
1581095919,2079.9924
1581095921,2100.50712
1581095922,2095.44408
1581095923,2073.35088
1581095924,2078.04648
1581095925,2095.94088
1581095926,2093.85336
1581095928,2070.59808
1581095929,2081.0556
1581095930,2093.08224
1581095931,2092.15224
1581095932,2063.89536
1581095934,2088.49704
1581095935,2094.44256
1581095936,2090.6796
1581095937,2062.20552
1581095938,2094.936
1581095940,2095.824
1581095941,2083.64808
1581095942,2059.73688
1581095943,2086.59552
1581095945,2093.3592
1581095946,2088.31968
1581095947,2066.13984
1581095948,2077.18392
1581095949,2090.148
1581095950,2089.63848
1581095952,2070.94248
1581095953,2065.05024
1581095954,2085.27696
1581095955,2085.66072
1581095956,2065.57032
1581095958,2065.23024
1581095959,2093.83272
1581095960,2089.06824
1581095961,2063.3532
1581095962,2059.54824
1581095964,2096.05584
1581095965,2085.75
1581095966,2067.47568
1581095967,1761.25368
