timestamp,aggregated_power
1581095435,1013.80296
1581095436,601.42536
1581095437,590.89056
1581095439,588.39504
1581095440,589.95288
1581095441,585.26064
1581095442,578.06376
1581095443,575.12208
1581095445,570.2064
1581095446,569.84472
1581095447,561.49032
1581095448,573.94392
1581095449,570.1608
1581095451,562.83288
1581095452,571.04376
1581095453,571.87488
1581095454,564.81048
1581095455,570.56712
1581095457,572.72808
1581095458,564.15888
1581095459,577.30224
1581095460,573.29184
1581095461,562.08888
1581095463,566.48832
1581095464,580.87848
1581095465,563.04696
1581095466,572.92704
1581095467,568.33968
1581095469,573.32136
1581095470,574.24056
1581095471,574.674
1581095472,567.5148
1581095473,577.51968
1581095474,575.30088
1581095476,567.68256
1581095477,573.53568
