timestamp,aggregated_power
1581096075,756.72792
1581096076,557.28432
1581096077,555.15984
1581096078,569.59008
1581096080,550.54992
1581096081,554.8644
1581096082,556.3968
1581096083,567.3768
1581096084,553.28952
1581096086,556.10784
1581096087,560.0136
1581096088,569.19696
1581096089,554.27328
1581096090,552.71064
1581096092,558.06288
1581096093,559.1712
1581096094,556.62504
1581096095,549.44112
1581096096,560.77368
1581096098,561.57696
1581096099,562.32672
1581096100,548.35248
1581096101,558.12336
1581096102,562.00512
1581096104,571.41696
1581096105,550.35432
1581096106,557.11968
1581096107,555.0144
1581096108,572.96184
1581096109,552.70104
1581096111,558.71616
1581096112,555.35208
1581096113,569.59752
