timestamp,aggregated_power
1581096617,561.81768
1581096618,577.41192
1581096619,560.40048
1581096620,563.45928
1581096621,560.06352
1581096623,577.9116
1581096624,559.02768
1581096625,561.486
1581096626,561.88368
1581096627,572.84136
1581096628,560.78352
1581096630,564.11592
1581096631,565.02456
1581096632,568.6068
1581096633,567.8592
1581096634,569.11416
1581096636,573.48048
1581096637,556.91472
1581096638,569.96016
1581096639,567.43104
1581096640,569.38728
1581096642,550.46112
1581096643,571.94256
1581096644,567.19704
1581096645,565.74264
1581096646,550.83648
1581096648,576.9828
1581096649,568.16016
1581096650,561.82992
1581096651,556.78128
1581096652,574.41144
1581096654,567.72936
1581096655,559.21632
1581096656,574.47144
1581096657,581.46552
1581096658,582.46056
1581096660,572.40792
1581096661,569.49336
1581096662,564.37848
