timestamp,aggregated_power
1594131707,1613.71008
1594131708,1715.568
1594131710,1717.91784
1594131711,1717.29864
1594131712,1717.2456
1594131714,1713.98832
1594131715,1717.92552
1594131716,1716.02832
1594131718,1710.01752
1594131719,1712.03496
1594131720,1714.06968
1594131722,1710.46296
1594131723,1708.6752
1594131724,1718.09928
1594131725,1725.80112
1594131727,1721.39232
1594131728,1721.61024
1594131729,1718.65368
1594131731,1722.87456
1594131732,1709.05272
1594131733,1707.64488
1594131735,1711.31928
1594131736,1702.86696
1594131737,1708.84008
