timestamp,aggregated_power
1581096333,590.95368
1581096334,585.98016
1581096335,586.00224
1581096337,579.07584
1581096338,602.4288
1581096339,586.7928
1581096340,582.57
1581096341,568.65864
1581096343,574.5144
1581096344,564.0216
1581096345,577.57944
1581096346,579.67152
1581096347,588.74736
1581096349,584.65032
1581096350,571.542
1581096351,577.17768
1581096352,577.73544
1581096353,587.06808
1581096355,573.86976
1581096356,571.21848
1581096357,570.55128
1581096358,589.11672
1581096359,581.74104
1581096361,569.16432
1581096362,561.56376
1581096363,585.18792
1581096364,577.54896
1581096365,581.61408
1581096367,569.8848
1581096368,581.49576
1581096369,576.35664
1581096370,581.7108
1581096371,576.52104
1581096373,589.95144
1581096374,575.42832
1581096375,569.21424
1581096376,576.0876
1581096377,582.56472
1581096379,581.18256
1581096380,575.4228
1581096381,573.44544
1581096382,576.98136
1581096383,585.29112
1581096385,579.79464
1581096386,571.71648
1581096387,563.214
1581096388,588.74232
1581096389,581.90064
1581096390,583.7964
1581096392,564.61632
1581096393,580.76592
1581096394,582.66936
1581096395,581.80728
1581096396,577.50912
1581096398,580.64904
1581096399,571.36104
1581096400,580.01496
1581096401,576.91176
1581096402,586.86552
1581096404,581.17608
1581096405,571.05096
1581096406,573.70632
1581096407,583.66152
1581096408,589.53888
1581096410,572.68992
1581096411,569.69352
1581096412,574.01808
1581096413,591.08736
1581096414,580.76808
1581096416,573.69792
1581096417,560.8524
1581096418,592.18488
1581096419,581.46072
1581096420,624.70464
1581096422,623.44104
1581096423,645.48288
1581096424,659.17056
1581096425,669.27
1581096426,679.3896
1581096428,701.11536
1581096429,719.80464
1581096430,759.94824
1581096431,790.7376
1581096432,828.45576
1581096434,845.46144
1581096435,877.13256
1581096436,915.36264
