timestamp,aggregated_power
1581096174,553.68192
1581096175,559.22832
1581096177,556.44984
1581096178,552.74736
1581096179,555.63768
1581096180,560.62632
1581096181,557.92056
1581096182,556.83096
1581096184,559.536
1581096185,554.07168
1581096186,555.81888
1581096187,553.82904
1581096188,563.0496
1581096190,551.01048
1581096191,557.61888
1581096192,550.89504
1581096193,574.15464
1581096194,551.334
1581096196,550.3296
1581096197,554.70888
1581096198,577.50072
1581096199,557.47536
1581096200,549.66576
1581096202,552.49032
1581096203,570.36576
1581096204,560.28384
1581096205,548.18112
1581096206,546.2484
1581096207,558.14928
1581096209,565.11504
1581096210,559.96728
1581096211,547.44528
1581096212,544.90776
1581096214,564.06744
1581096215,559.61376
1581096216,557.68464
1581096217,538.89576
1581096218,560.58264
1581096219,558.44832
1581096221,561.52608
1581096222,552.57048
1581096223,564.90912
1581096224,551.78664
1581096225,553.82256
1581096227,555.43728
1581096228,571.8768
1581096229,552.53904
1581096230,548.38728
1581096231,554.16312
1581096233,566.22312
1581096234,563.46264
