timestamp,aggregated_power
1594131449,1925.67408
1594131450,493.6644
1594131451,486.39816
1594131453,490.398
1594131454,491.20128
1594131455,488.23152
1594131457,488.83488
1594131458,491.97432
1594131459,490.14864
1594131461,487.56024
1594131462,490.43568
1594131463,492.03504
1594131464,487.29264
1594131466,486.28872
1594131467,491.1216
1594131468,745.92264
1594131470,979.46328
1594131471,1197.9756
1594131472,1179.93192
1594131474,1176.53088
1594131475,1179.57216
1594131476,1180.03152
1594131478,1185.60936
1594131479,1185.60144
1594131480,1142.83368
1594131482,820.63032
1594131483,645.10464
1594131484,487.95192
1594131485,486.82344
