timestamp,aggregated_power
1581096235,548.44272
1581096236,515.91816
1581096237,519.11136
1581096239,526.98744
1581096240,520.95288
1581096241,509.60496
1581096242,506.3676
1581096243,527.82552
1581096245,519.66744
1581096246,519.28584
1581096247,500.74416
1581096248,527.5488
1581096249,522.13968
1581096251,516.582
1581096252,507.33192
1581096253,516.32136
1581096254,515.32536
1581096255,518.7744
1581096257,512.67384
1581096258,525.67464
1581096259,511.73232
1581096260,511.15224
1581096261,515.44896
1581096263,522.82056
1581096264,524.14536
1581096265,512.66088
1581096266,507.05328
1581096267,516.92184
1581096269,528.06072
1581096270,522.6048
1581096271,516.95448
1581096272,507.8796
1581096273,527.50368
1581096275,522.66024
1581096276,516.64152
1581096277,506.18736
1581096278,525.69072
