timestamp,aggregated_power
1581095323,574.94064
1581095324,584.77896
1581095325,567.05856
1581095326,579.57384
1581095327,576.13992
1581095329,575.0664
1581095330,573.83016
1581095331,577.68384
1581095332,571.09296
1581095333,583.21368
1581095335,578.80944
1581095336,573.93504
1581095337,574.35792
1581095338,581.25912
1581095339,581.28312
1581095341,568.14576
1581095342,577.81008
1581095343,576.69768
1581095344,576.28704
1581095345,579.59064
1581095347,576.216
1581095348,568.37424
1581095349,584.07888
1581095350,582.15408
1581095351,581.2224
1581095353,566.0736
1581095354,581.41632
1581095355,580.08984
1581095356,575.77272
1581095357,576.09384
1581095359,582.438
1581095360,581.02584
1581095361,573.74688
1581095362,579.74832
1581095363,581.55888
1581095364,572.49912
1581095366,580.15896
1581095367,580.39392
1581095368,575.12304
