Date,Timestamp,,Timestamp,Phase 1,Phase 2,Aggregated Current,Voltage,Aggregated Power,Delta,Appliances
07/07/2020,14:26:55,07/07/2020 14:26:55,1594132015.00,5.21,0.65,5.86,240,1407.26,7.36,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:26:57,07/07/2020 14:26:57,1594132017.00,5.25,0.65,5.89,240,1414.62,9.06,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:26:58,07/07/2020 14:26:58,1594132018.00,5.28,0.65,5.93,240,1423.68,-5.64,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:26:59,07/07/2020 14:26:59,1594132019.00,5.25,0.65,5.91,240,1418.04,1.91,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:01,07/07/2020 14:27:01,1594132021.00,5.26,0.66,5.92,240,1419.94,7.64,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:02,07/07/2020 14:27:02,1594132022.00,5.31,0.64,5.95,240,1427.58,7.75,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:03,07/07/2020 14:27:03,1594132023.00,5.33,0.65,5.98,240,1435.33,1.68,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:05,07/07/2020 14:27:05,1594132025.00,5.33,0.65,5.99,240,1437.01,2.87,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:06,07/07/2020 14:27:06,1594132026.00,5.35,0.65,6.00,240,1439.88,-4.61,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:07,07/07/2020 14:27:07,1594132027.00,5.33,0.65,5.98,240,1435.27,3.49,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:08,07/07/2020 14:27:08,1594132028.00,5.34,0.66,5.99,240,1438.76,-5.82,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:10,07/07/2020 14:27:10,1594132030.00,5.32,0.65,5.97,240,1432.94,-3.20,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:11,07/07/2020 14:27:11,1594132031.00,5.31,0.64,5.96,240,1429.74,-1.24,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:12,07/07/2020 14:27:12,1594132032.00,5.29,0.66,5.95,240,1428.50,6.57,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:14,07/07/2020 14:27:14,1594132034.00,5.33,0.65,5.98,240,1435.07,-10.69,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:15,07/07/2020 14:27:15,1594132035.00,5.29,0.64,5.93,240,1424.38,-7.12,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:16,07/07/2020 14:27:16,1594132036.00,5.26,0.64,5.91,240,1417.26,5.06,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:18,07/07/2020 14:27:18,1594132038.00,5.27,0.66,5.93,240,1422.32,7.86,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:19,07/07/2020 14:27:19,1594132039.00,5.31,0.65,5.96,240,1430.18,-13.00,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:20,07/07/2020 14:27:20,1594132040.00,5.25,0.65,5.90,240,1417.17,-5.01,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:22,07/07/2020 14:27:22,1594132042.00,5.24,0.65,5.88,240,1412.16,0.71,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:23,07/07/2020 14:27:23,1594132043.00,5.23,0.65,5.89,240,1412.87,4.03,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:24,07/07/2020 14:27:24,1594132044.00,5.26,0.64,5.90,240,1416.91,2.03,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:26,07/07/2020 14:27:26,1594132046.00,5.28,0.64,5.91,240,1418.94,6.33,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:27,07/07/2020 14:27:27,1594132047.00,5.28,0.65,5.94,240,1425.27,-13.13,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:28,07/07/2020 14:27:28,1594132048.00,5.23,0.65,5.88,240,1412.15,3.04,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:29,07/07/2020 14:27:29,1594132049.00,5.24,0.66,5.90,240,1415.19,-2.49,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:31,07/07/2020 14:27:31,1594132051.00,5.23,0.65,5.89,240,1412.70,-2.87,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:32,07/07/2020 14:27:32,1594132052.00,5.22,0.66,5.87,240,1409.83,4.08,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:33,07/07/2020 14:27:33,1594132053.00,5.24,0.65,5.89,240,1413.92,3.11,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:35,07/07/2020 14:27:35,1594132055.00,5.26,0.65,5.90,240,1417.03,-7.80,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:36,07/07/2020 14:27:36,1594132056.00,5.22,0.65,5.87,240,1409.22,-4.08,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:37,07/07/2020 14:27:37,1594132057.00,5.21,0.65,5.85,240,1405.15,-1.47,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:39,07/07/2020 14:27:39,1594132059.00,5.20,0.65,5.85,240,1403.68,-5.89,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:40,07/07/2020 14:27:40,1594132060.00,5.18,0.64,5.82,240,1397.79,4.66,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:41,07/07/2020 14:27:41,1594132061.00,5.19,0.66,5.84,240,1402.45,4.67,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:43,07/07/2020 14:27:43,1594132063.00,5.21,0.65,5.86,240,1407.13,4.83,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:44,07/07/2020 14:27:44,1594132064.00,5.24,0.65,5.88,240,1411.96,-0.22,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:45,07/07/2020 14:27:45,1594132065.00,5.24,0.65,5.88,240,1411.74,1.36,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:47,07/07/2020 14:27:47,1594132067.00,5.24,0.65,5.89,240,1413.10,0.62,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:48,07/07/2020 14:27:48,1594132068.00,5.23,0.66,5.89,240,1413.72,-6.24,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:49,07/07/2020 14:27:49,1594132069.00,5.22,0.64,5.86,240,1407.48,0.91,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:50,07/07/2020 14:27:50,1594132070.00,5.22,0.64,5.87,240,1408.39,-1.70,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:52,07/07/2020 14:27:52,1594132072.00,5.21,0.65,5.86,240,1406.69,2.07,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:53,07/07/2020 14:27:53,1594132073.00,5.20,0.66,5.87,240,1408.76,-11.55,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:54,07/07/2020 14:27:54,1594132074.00,5.18,0.65,5.82,240,1397.20,-5.94,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:56,07/07/2020 14:27:56,1594132076.00,5.16,0.64,5.80,240,1391.26,-0.98,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:57,07/07/2020 14:27:57,1594132077.00,5.14,0.65,5.79,240,1390.28,1.00,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:27:58,07/07/2020 14:27:58,1594132078.00,5.14,0.66,5.80,240,1391.28,-4.07,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:00,07/07/2020 14:28:00,1594132080.00,5.13,0.65,5.78,240,1387.22,50.85,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:01,07/07/2020 14:28:01,1594132081.00,5.35,0.65,5.99,240,1438.07,275.46,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:02,07/07/2020 14:28:02,1594132082.00,6.49,0.65,7.14,240,1713.52,-30.27,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:04,07/07/2020 14:28:04,1594132084.00,6.36,0.65,7.01,240,1683.26,36.83,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:05,07/07/2020 14:28:05,1594132085.00,6.52,0.65,7.17,240,1720.09,23.85,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:06,07/07/2020 14:28:06,1594132086.00,6.63,0.64,7.27,240,1743.94,2.12,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:07,07/07/2020 14:28:07,1594132087.00,6.62,0.65,7.28,240,1746.06,1.19,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:09,07/07/2020 14:28:09,1594132089.00,6.62,0.66,7.28,240,1747.25,-5.48,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:10,07/07/2020 14:28:10,1594132090.00,6.62,0.64,7.26,240,1741.77,-12.44,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:11,07/07/2020 14:28:11,1594132091.00,6.56,0.65,7.21,240,1729.33,3.16,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:13,07/07/2020 14:28:13,1594132093.00,6.57,0.65,7.22,240,1732.50,15.63,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:14,07/07/2020 14:28:14,1594132094.00,6.62,0.67,7.28,240,1748.13,1.25,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:15,07/07/2020 14:28:15,1594132095.00,6.64,0.65,7.29,240,1749.38,-1.65,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:17,07/07/2020 14:28:17,1594132097.00,6.64,0.64,7.28,240,1747.72,2.07,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:18,07/07/2020 14:28:18,1594132098.00,6.65,0.65,7.29,240,1749.79,4.53,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:19,07/07/2020 14:28:19,1594132099.00,6.65,0.65,7.31,240,1754.32,-4.25,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:21,07/07/2020 14:28:21,1594132101.00,6.65,0.64,7.29,240,1750.07,-1.11,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:22,07/07/2020 14:28:22,1594132102.00,6.64,0.65,7.29,240,1748.96,-0.67,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:23,07/07/2020 14:28:23,1594132103.00,6.63,0.65,7.28,240,1748.30,3.18,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:25,07/07/2020 14:28:25,1594132105.00,6.64,0.66,7.30,240,1751.48,-6.80,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:26,07/07/2020 14:28:26,1594132106.00,6.62,0.65,7.27,240,1744.68,-5.59,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:27,07/07/2020 14:28:27,1594132107.00,6.61,0.64,7.25,240,1739.09,-4.77,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:28,07/07/2020 14:28:28,1594132108.00,6.57,0.66,7.23,240,1734.32,-7.13,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:30,07/07/2020 14:28:30,1594132110.00,6.55,0.65,7.20,240,1727.19,6.07,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:31,07/07/2020 14:28:31,1594132111.00,6.57,0.65,7.22,240,1733.27,3.55,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:32,07/07/2020 14:28:32,1594132112.00,6.60,0.64,7.24,240,1736.81,3.65,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:34,07/07/2020 14:28:34,1594132114.00,6.60,0.65,7.25,240,1740.46,1.83,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:36,07/07/2020 14:28:36,1594132116.00,6.61,0.65,7.26,240,1742.29,5.22,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:36,07/07/2020 14:28:36,1594132116.00,6.63,0.65,7.28,240,1747.51,-1.18,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:38,07/07/2020 14:28:38,1594132118.00,6.62,0.65,7.28,240,1746.34,-24.72,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:39,07/07/2020 14:28:39,1594132119.00,6.53,0.65,7.17,240,1721.62,0.15,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:40,07/07/2020 14:28:40,1594132120.00,6.51,0.66,7.17,240,1721.76,2.39,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:42,07/07/2020 14:28:42,1594132122.00,6.53,0.65,7.18,240,1724.15,7.91,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:43,07/07/2020 14:28:43,1594132123.00,6.56,0.65,7.22,240,1732.07,-2.17,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:44,07/07/2020 14:28:44,1594132124.00,6.58,0.63,7.21,240,1729.90,6.36,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:45,07/07/2020 14:28:45,1594132125.00,6.59,0.64,7.23,240,1736.26,-0.95,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:47,07/07/2020 14:28:47,1594132127.00,6.58,0.65,7.23,240,1735.31,1.62,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:48,07/07/2020 14:28:48,1594132128.00,6.59,0.64,7.24,240,1736.92,-8.36,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:49,07/07/2020 14:28:49,1594132129.00,6.55,0.65,7.20,240,1728.57,-13.57,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:51,07/07/2020 14:28:51,1594132131.00,6.49,0.65,7.15,240,1715.00,13.41,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:52,07/07/2020 14:28:52,1594132132.00,6.56,0.65,7.20,240,1728.41,-1.39,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:53,07/07/2020 14:28:53,1594132133.00,6.55,0.65,7.20,240,1727.01,1.01,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:55,07/07/2020 14:28:55,1594132135.00,6.56,0.64,7.20,240,1728.03,-1.47,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:56,07/07/2020 14:28:56,1594132136.00,6.56,0.64,7.19,240,1726.55,8.97,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:57,07/07/2020 14:28:57,1594132137.00,6.59,0.65,7.23,240,1735.52,-1.36,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:28:59,07/07/2020 14:28:59,1594132139.00,6.57,0.65,7.23,240,1734.17,-3.27,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:00,07/07/2020 14:29:00,1594132140.00,6.57,0.64,7.21,240,1730.90,-3.95,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:01,07/07/2020 14:29:01,1594132141.00,6.55,0.64,7.20,240,1726.95,5.38,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:02,07/07/2020 14:29:02,1594132142.00,6.57,0.65,7.22,240,1732.33,1.49,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:04,07/07/2020 14:29:04,1594132144.00,6.58,0.64,7.22,240,1733.82,-6.31,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:05,07/07/2020 14:29:05,1594132145.00,6.56,0.64,7.20,240,1727.51,-10.25,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:06,07/07/2020 14:29:06,1594132146.00,6.51,0.64,7.16,240,1717.26,1.40,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:08,07/07/2020 14:29:08,1594132148.00,6.51,0.65,7.16,240,1718.66,1.99,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:09,07/07/2020 14:29:09,1594132149.00,6.52,0.65,7.17,240,1720.64,-6.83,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:10,07/07/2020 14:29:10,1594132150.00,6.50,0.64,7.14,240,1713.82,14.59,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:12,07/07/2020 14:29:12,1594132152.00,6.56,0.64,7.20,240,1728.41,5.41,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:13,07/07/2020 14:29:13,1594132153.00,6.57,0.66,7.22,240,1733.82,-17.71,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:14,07/07/2020 14:29:14,1594132154.00,6.51,0.64,7.15,240,1716.11,0.03,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:16,07/07/2020 14:29:16,1594132156.00,6.51,0.64,7.15,240,1716.14,5.24,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:17,07/07/2020 14:29:17,1594132157.00,6.52,0.65,7.17,240,1721.38,-5.35,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:18,07/07/2020 14:29:18,1594132158.00,6.50,0.65,7.15,240,1716.03,-3.15,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:20,07/07/2020 14:29:20,1594132160.00,6.49,0.65,7.14,240,1712.88,5.76,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:21,07/07/2020 14:29:21,1594132161.00,6.51,0.65,7.16,240,1718.64,1.96,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:22,07/07/2020 14:29:22,1594132162.00,6.51,0.66,7.17,240,1720.59,-9.52,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:24,07/07/2020 14:29:24,1594132164.00,6.48,0.65,7.13,240,1711.08,6.14,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:25,07/07/2020 14:29:25,1594132165.00,6.51,0.65,7.16,240,1717.21,-1.18,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:26,07/07/2020 14:29:26,1594132166.00,6.50,0.65,7.15,240,1716.03,95.43,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:27,07/07/2020 14:29:27,1594132167.00,6.90,0.64,7.55,240,1811.46,12.12,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:29,07/07/2020 14:29:29,1594132169.00,6.95,0.65,7.60,240,1823.59,-12.06,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:30,07/07/2020 14:29:30,1594132170.00,6.91,0.64,7.55,240,1811.53,-3.55,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:31,07/07/2020 14:29:31,1594132171.00,6.88,0.65,7.53,240,1807.98,2.72,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:33,07/07/2020 14:29:33,1594132173.00,6.90,0.64,7.54,240,1810.70,-3.25,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:34,07/07/2020 14:29:34,1594132174.00,6.89,0.64,7.53,240,1807.45,5.13,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:35,07/07/2020 14:29:35,1594132175.00,6.91,0.65,7.55,240,1812.58,14.31,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:37,07/07/2020 14:29:37,1594132177.00,6.96,0.65,7.61,240,1826.89,-0.61,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:38,07/07/2020 14:29:38,1594132178.00,6.97,0.64,7.61,240,1826.27,-5.22,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:39,07/07/2020 14:29:39,1594132179.00,6.95,0.64,7.59,240,1821.05,-9.74,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:41,07/07/2020 14:29:41,1594132181.00,6.91,0.64,7.55,240,1811.31,-1.04,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:42,07/07/2020 14:29:42,1594132182.00,6.89,0.65,7.54,240,1810.27,-1.24,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:43,07/07/2020 14:29:43,1594132183.00,6.90,0.64,7.54,240,1809.03,3.25,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:44,07/07/2020 14:29:44,1594132184.00,6.92,0.64,7.55,240,1812.28,12.03,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:46,07/07/2020 14:29:46,1594132186.00,6.95,0.65,7.60,240,1824.31,-1.85,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:47,07/07/2020 14:29:47,1594132187.00,6.94,0.65,7.59,240,1822.46,-11.75,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:48,07/07/2020 14:29:48,1594132188.00,6.90,0.64,7.54,240,1810.70,-10.86,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:50,07/07/2020 14:29:50,1594132190.00,6.86,0.64,7.50,240,1799.84,7.61,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:51,07/07/2020 14:29:51,1594132191.00,6.87,0.66,7.53,240,1807.45,-4.51,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:52,07/07/2020 14:29:52,1594132192.00,6.87,0.64,7.51,240,1802.94,-0.04,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:54,07/07/2020 14:29:54,1594132194.00,6.87,0.65,7.51,240,1802.90,4.81,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:55,07/07/2020 14:29:55,1594132195.00,6.89,0.64,7.53,240,1807.71,6.39,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:56,07/07/2020 14:29:56,1594132196.00,6.90,0.66,7.56,240,1814.10,3.00,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:58,07/07/2020 14:29:58,1594132198.00,6.93,0.65,7.57,240,1817.10,-3.97,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:29:59,07/07/2020 14:29:59,1594132199.00,6.92,0.64,7.55,240,1813.13,4.28,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:00,07/07/2020 14:30:00,1594132200.00,6.92,0.65,7.57,240,1817.41,8.54,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:02,07/07/2020 14:30:02,1594132202.00,6.95,0.66,7.61,240,1825.95,-0.81,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:03,07/07/2020 14:30:03,1594132203.00,6.96,0.64,7.60,240,1825.14,-6.72,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:04,07/07/2020 14:30:04,1594132204.00,6.94,0.64,7.58,240,1818.42,-6.30,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:06,07/07/2020 14:30:06,1594132206.00,6.90,0.65,7.55,240,1812.13,-1.55,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:07,07/07/2020 14:30:07,1594132207.00,6.90,0.64,7.54,240,1810.57,8.97,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:08,07/07/2020 14:30:08,1594132208.00,6.93,0.65,7.58,240,1819.54,8.28,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:09,07/07/2020 14:30:09,1594132209.00,6.97,0.65,7.62,240,1827.82,5.66,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:11,07/07/2020 14:30:11,1594132211.00,6.99,0.65,7.64,240,1833.49,-1.51,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:12,07/07/2020 14:30:12,1594132212.00,6.98,0.65,7.63,240,1831.98,-11.61,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:13,07/07/2020 14:30:13,1594132213.00,6.95,0.64,7.58,240,1820.37,7.66,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:15,07/07/2020 14:30:15,1594132215.00,6.96,0.66,7.62,240,1828.04,1.08,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:16,07/07/2020 14:30:16,1594132216.00,6.98,0.64,7.62,240,1829.11,5.42,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:17,07/07/2020 14:30:17,1594132217.00,6.99,0.65,7.64,240,1834.53,6.02,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:19,07/07/2020 14:30:19,1594132219.00,7.03,0.64,7.67,240,1840.55,7.35,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:20,07/07/2020 14:30:20,1594132220.00,7.05,0.65,7.70,240,1847.91,7.29,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:21,07/07/2020 14:30:21,1594132221.00,7.08,0.65,7.73,240,1855.20,-4.19,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:23,07/07/2020 14:30:23,1594132223.00,7.07,0.64,7.71,240,1851.01,-1.99,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:24,07/07/2020 14:30:24,1594132224.00,7.06,0.64,7.70,240,1849.01,-1.91,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:25,07/07/2020 14:30:25,1594132225.00,7.05,0.65,7.70,240,1847.10,-2.79,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:26,07/07/2020 14:30:26,1594132226.00,7.03,0.65,7.68,240,1844.31,-5.25,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:28,07/07/2020 14:30:28,1594132228.00,7.03,0.63,7.66,240,1839.06,7.18,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:29,07/07/2020 14:30:29,1594132229.00,7.04,0.65,7.69,240,1846.24,13.55,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:30,07/07/2020 14:30:30,1594132230.00,7.11,0.64,7.75,240,1859.79,-6.30,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:32,07/07/2020 14:30:32,1594132232.00,7.08,0.64,7.72,240,1853.50,-2.97,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:33,07/07/2020 14:30:33,1594132233.00,7.07,0.64,7.71,240,1850.52,-3.97,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:34,07/07/2020 14:30:34,1594132234.00,7.04,0.65,7.69,240,1846.55,1.23,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:36,07/07/2020 14:30:36,1594132236.00,7.05,0.65,7.70,240,1847.78,6.42,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:37,07/07/2020 14:30:37,1594132237.00,7.08,0.65,7.73,240,1854.20,8.87,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:38,07/07/2020 14:30:38,1594132238.00,7.11,0.65,7.76,240,1863.07,1.52,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:40,07/07/2020 14:30:40,1594132240.00,7.12,0.65,7.77,240,1864.59,-0.81,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:41,07/07/2020 14:30:41,1594132241.00,7.13,0.64,7.77,240,1863.79,-4.71,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:42,07/07/2020 14:30:42,1594132242.00,7.11,0.63,7.75,240,1859.08,-3.00,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:44,07/07/2020 14:30:44,1594132244.00,7.09,0.65,7.73,240,1856.08,7.11,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:45,07/07/2020 14:30:45,1594132245.00,7.12,0.65,7.76,240,1863.18,6.28,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:46,07/07/2020 14:30:46,1594132246.00,7.15,0.64,7.79,240,1869.46,-4.04,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:47,07/07/2020 14:30:47,1594132247.00,7.13,0.64,7.77,240,1865.42,0.47,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:49,07/07/2020 14:30:49,1594132249.00,7.12,0.65,7.77,240,1865.89,-5.93,Vacuum-Samsung- SC18M3110VB 
07/07/2020,14:30:50,07/07/2020 14:30:50,1594132250.00,7.10,0.65,7.75,240,1859.96,-841.15,INIT
