Meter,Date,Time,,Timestamp,Aggregated Current,Voltage,Aggregated Power,Delta,Appliances ,Mode
,02/07/2020,17:14:15,07/02/2020 17:14:15,1581095655,2.35,240,564.29,16.00,,
,02/07/2020,17:14:16,07/02/2020 17:14:16,1581095656,2.42,240,580.29,4.37,,
,02/07/2020,17:14:17,07/02/2020 17:14:17,1581095657,2.44,240,584.66,21.89,,
,02/07/2020,17:14:19,07/02/2020 17:14:19,1581095659,2.53,240,606.55,3.70,,
,02/07/2020,17:14:20,07/02/2020 17:14:20,1581095660,2.54,240,610.24,-30.14,,
,02/07/2020,17:14:21,07/02/2020 17:14:21,1581095661,2.42,240,580.11,-9.62,,
,02/07/2020,17:14:22,07/02/2020 17:14:22,1581095662,2.38,240,570.49,9.61,,
,02/07/2020,17:14:23,07/02/2020 17:14:23,1581095663,2.42,240,580.10,-7.97,,
,02/07/2020,17:14:25,07/02/2020 17:14:25,1581095665,2.38,240,572.13,-9.88,,
,02/07/2020,17:14:26,07/02/2020 17:14:26,1581095666,2.34,240,562.25,5.86,,
,02/07/2020,17:14:27,07/02/2020 17:14:27,1581095667,2.37,240,568.10,11.29,,
,02/07/2020,17:14:28,07/02/2020 17:14:28,1581095668,2.41,240,579.39,-13.99,,
,02/07/2020,17:14:29,07/02/2020 17:14:29,1581095669,2.36,240,565.40,2.25,,
,02/07/2020,17:14:31,07/02/2020 17:14:31,1581095671,2.37,240,567.66,4.45,,
,02/07/2020,17:14:32,07/02/2020 17:14:32,1581095672,2.38,240,572.11,-0.78,,
,02/07/2020,17:14:33,07/02/2020 17:14:33,1581095673,2.38,240,571.33,-0.23,,
,02/07/2020,17:14:34,07/02/2020 17:14:34,1581095674,2.38,240,571.10,3.63,,
,02/07/2020,17:14:35,07/02/2020 17:14:35,1581095675,2.39,240,574.72,-3.12,,
,02/07/2020,17:14:37,07/02/2020 17:14:37,1581095677,2.38,240,571.60,-7.03,,
,02/07/2020,17:14:38,07/02/2020 17:14:38,1581095678,2.35,240,564.57,14.79,,
,02/07/2020,17:14:39,07/02/2020 17:14:39,1581095679,2.41,240,579.37,-9.29,,
,02/07/2020,17:14:40,07/02/2020 17:14:40,1581095680,2.38,240,570.08,-2.23,,
,02/07/2020,17:14:41,07/02/2020 17:14:41,1581095681,2.37,240,567.85,-1.03,,
,02/07/2020,17:14:43,07/02/2020 17:14:43,1581095683,2.36,240,566.81,10.18,,
,02/07/2020,17:14:44,07/02/2020 17:14:44,1581095684,2.40,240,577.00,-3.51,,
,02/07/2020,17:14:45,07/02/2020 17:14:45,1581095685,2.39,240,573.49,-1.62,,
,02/07/2020,17:14:46,07/02/2020 17:14:46,1581095686,2.38,240,571.87,-8.84,,
,02/07/2020,17:14:47,07/02/2020 17:14:47,1581095687,2.35,240,563.04,10.94,,
,02/07/2020,17:14:49,07/02/2020 17:14:49,1581095689,2.39,240,573.97,-1.63,,
,02/07/2020,17:14:50,07/02/2020 17:14:50,1581095690,2.38,240,572.35,-2.73,,
,02/07/2020,17:14:51,07/02/2020 17:14:51,1581095691,2.37,240,569.61,-8.22,,
,02/07/2020,17:14:52,07/02/2020 17:14:52,1581095692,2.34,240,561.40,18.79,,
,02/07/2020,17:14:53,07/02/2020 17:14:53,1581095693,2.42,240,580.18,-9.24,,
,02/07/2020,17:14:54,07/02/2020 17:14:54,1581095694,2.38,240,570.94,-9.90,,
,02/07/2020,17:14:56,07/02/2020 17:14:56,1581095696,2.34,240,561.04,17.74,,
,02/07/2020,17:14:57,07/02/2020 17:14:57,1581095697,2.41,240,578.78,-0.97,,
,02/07/2020,17:14:58,07/02/2020 17:14:58,1581095698,2.41,240,577.81,-12.98,,
,02/07/2020,17:14:59,07/02/2020 17:14:59,1581095699,2.35,240,564.83,7.06,,
,02/07/2020,17:15:01,07/02/2020 17:15:01,1581095701,2.38,240,571.89,-0.96,,
,02/07/2020,17:15:02,07/02/2020 17:15:02,1581095702,2.38,240,570.93,88.55,,
,02/07/2020,17:15:03,07/02/2020 17:15:03,1581095703,2.75,240,659.48,124.94,,
,02/07/2020,17:15:04,07/02/2020 17:15:04,1581095704,3.27,240,784.42,-7.97,Blender ON,
,02/07/2020,17:15:05,07/02/2020 17:15:05,1581095705,3.24,240,776.45,-1.55,,
,02/07/2020,17:15:06,07/02/2020 17:15:06,1581095706,3.23,240,774.91,-4.97,,
,02/07/2020,17:15:08,07/02/2020 17:15:08,1581095708,3.21,240,769.94,2.32,,
,02/07/2020,17:15:09,07/02/2020 17:15:09,1581095709,3.22,240,772.26,4.29,,
,02/07/2020,17:15:10,07/02/2020 17:15:10,1581095710,3.24,240,776.55,-1.64,,
,02/07/2020,17:15:11,07/02/2020 17:15:11,1581095711,3.23,240,774.91,-20.60,,
,02/07/2020,17:15:12,07/02/2020 17:15:12,1581095712,3.14,240,754.31,29.62,,
,02/07/2020,17:15:14,07/02/2020 17:15:14,1581095714,3.27,240,783.93,-13.75,,
,02/07/2020,17:15:15,07/02/2020 17:15:15,1581095715,3.21,240,770.17,-8.73,,
,02/07/2020,17:15:16,07/02/2020 17:15:16,1581095716,3.17,240,761.44,8.96,,
,02/07/2020,17:15:17,07/02/2020 17:15:17,1581095717,3.21,240,770.40,11.03,,
,02/07/2020,17:15:18,07/02/2020 17:15:18,1581095718,3.26,240,781.43,-18.91,,
,02/07/2020,17:15:20,07/02/2020 17:15:20,1581095720,3.18,240,762.52,13.25,,
,02/07/2020,17:15:21,07/02/2020 17:15:21,1581095721,3.23,240,775.77,-69.70,,Blender Speed decrease to level 1
,02/07/2020,17:15:22,07/02/2020 17:15:22,1581095722,2.94,240,706.07,4.52,,
,02/07/2020,17:15:23,07/02/2020 17:15:23,1581095723,2.96,240,710.59,-4.93,,
,02/07/2020,17:15:25,07/02/2020 17:15:25,1581095725,2.94,240,705.66,0.28,,
,02/07/2020,17:15:26,07/02/2020 17:15:26,1581095726,2.94,240,705.94,-4.16,,
,02/07/2020,17:15:27,07/02/2020 17:15:27,1581095727,2.92,240,701.78,11.62,,
,02/07/2020,17:15:28,07/02/2020 17:15:28,1581095728,2.97,240,713.40,0.01,,
,02/07/2020,17:15:29,07/02/2020 17:15:29,1581095729,2.97,240,713.41,-13.27,,
,02/07/2020,17:15:30,07/02/2020 17:15:30,1581095730,2.92,240,700.15,8.74,,
,02/07/2020,17:15:32,07/02/2020 17:15:32,1581095732,2.95,240,708.89,-0.44,,
,02/07/2020,17:15:33,07/02/2020 17:15:33,1581095733,2.95,240,708.45,-3.79,,
,02/07/2020,17:15:34,07/02/2020 17:15:34,1581095734,2.94,240,704.66,-0.37,,
,02/07/2020,17:15:35,07/02/2020 17:15:35,1581095735,2.93,240,704.29,-0.26,,
,02/07/2020,17:15:36,07/02/2020 17:15:36,1581095736,2.93,240,704.02,-0.21,,
,02/07/2020,17:15:38,07/02/2020 17:15:38,1581095738,2.93,240,703.82,1.62,,
,02/07/2020,17:15:39,07/02/2020 17:15:39,1581095739,2.94,240,705.44,-2.86,,
,02/07/2020,17:15:40,07/02/2020 17:15:40,1581095740,2.93,240,702.59,-4.31,,
,02/07/2020,17:15:41,07/02/2020 17:15:41,1581095741,2.91,240,698.27,0.08,,
,02/07/2020,17:15:42,07/02/2020 17:15:42,1581095742,2.91,240,698.35,14.35,,
,02/07/2020,17:15:44,07/02/2020 17:15:44,1581095744,2.97,240,712.71,-35.95,,
,02/07/2020,17:15:45,07/02/2020 17:15:45,1581095745,2.82,240,676.76,-116.88,Blender Turn OFF,
,02/07/2020,17:15:46,07/02/2020 17:15:46,1581095746,2.33,240,559.88,5.02,,
,02/07/2020,17:15:47,07/02/2020 17:15:47,1581095747,2.35,240,564.90,8.44,,
,02/07/2020,17:15:48,07/02/2020 17:15:48,1581095748,2.39,240,573.34,-11.80,,
,02/07/2020,17:15:50,07/02/2020 17:15:50,1581095750,2.34,240,561.54,2.83,,
,02/07/2020,17:15:51,07/02/2020 17:15:51,1581095751,2.35,240,564.37,2.44,,
,02/07/2020,17:15:52,07/02/2020 17:15:52,1581095752,2.36,240,566.81,-3.25,,
,02/07/2020,17:15:53,07/02/2020 17:15:53,1581095753,2.35,240,563.56,3.48,,
,02/07/2020,17:15:54,07/02/2020 17:15:54,1581095754,2.36,240,567.04,0.33,,
,02/07/2020,17:15:55,07/02/2020 17:15:55,1581095755,2.36,240,567.37,-9.06,,
,02/07/2020,17:15:57,07/02/2020 17:15:57,1581095757,2.33,240,558.31,10.18,,
,02/07/2020,17:15:58,07/02/2020 17:15:58,1581095758,2.37,240,568.50,-2.48,,
,02/07/2020,17:15:59,07/02/2020 17:15:59,1581095759,2.36,240,566.02,-7.05,,
,02/07/2020,17:16:00,07/02/2020 17:16:00,1581095760,2.33,240,558.97,7.96,,
,02/07/2020,17:16:01,07/02/2020 17:16:01,1581095761,2.36,240,566.93,-4.54,,
,02/07/2020,17:16:03,07/02/2020 17:16:03,1581095763,2.34,240,562.40,3.59,,
,02/07/2020,17:16:04,07/02/2020 17:16:04,1581095764,2.36,240,565.99,5.86,,
,02/07/2020,17:16:05,07/02/2020 17:16:05,1581095765,2.38,240,571.85,-2.77,,
,02/07/2020,17:16:06,07/02/2020 17:16:06,1581095766,2.37,240,569.08,-13.13,,
,02/07/2020,17:16:08,07/02/2020 17:16:08,1581095768,2.32,240,555.95,17.71,,
,02/07/2020,17:16:09,07/02/2020 17:16:09,1581095769,2.39,240,573.66,-5.99,,
,02/07/2020,17:16:10,07/02/2020 17:16:10,1581095770,2.37,240,567.67,-2.60,,
,02/07/2020,17:16:11,07/02/2020 17:16:11,1581095771,2.35,240,565.07,-11.35,,
,02/07/2020,17:16:12,07/02/2020 17:16:12,1581095772,2.31,240,553.73,22.85,,
,02/07/2020,17:16:13,07/02/2020 17:16:13,1581095773,2.40,240,576.57,-38.77,,
,02/07/2020,17:16:15,07/02/2020 17:16:15,1581095775,2.24,240,537.80,-17.41,,
,02/07/2020,17:16:16,07/02/2020 17:16:16,1581095776,2.17,240,520.39,42.00,,
,02/07/2020,17:16:17,07/02/2020 17:16:17,1581095777,2.34,240,562.39,10.28,,
,02/07/2020,17:16:18,07/02/2020 17:16:18,1581095778,2.39,240,572.67,-8.75,,
,02/07/2020,17:16:19,07/02/2020 17:16:19,1581095779,2.35,240,563.92,-7.99,,
,02/07/2020,17:16:21,07/02/2020 17:16:21,1581095781,2.32,240,555.93,11.94,,
,02/07/2020,17:16:22,07/02/2020 17:16:22,1581095782,2.37,240,567.87,2.14,,
,02/07/2020,17:16:23,07/02/2020 17:16:23,1581095783,2.38,240,570.01,-13.21,,
,02/07/2020,17:16:24,07/02/2020 17:16:24,1581095784,2.32,240,556.80,7.17,,
,02/07/2020,17:16:25,07/02/2020 17:16:25,1581095785,2.35,240,563.97,-5.33,,
,02/07/2020,17:16:27,07/02/2020 17:16:27,1581095787,2.33,240,558.64,-1.17,,
,02/07/2020,17:16:28,07/02/2020 17:16:28,1581095788,2.32,240,557.47,5.53,,
,02/07/2020,17:16:29,07/02/2020 17:16:29,1581095789,2.35,240,562.99,-2.58,,
,02/07/2020,17:16:30,07/02/2020 17:16:30,1581095790,2.34,240,560.41,-6.05,,
,02/07/2020,17:16:31,07/02/2020 17:16:31,1581095791,2.31,240,554.37,4.70,,
,02/07/2020,17:16:33,07/02/2020 17:16:33,1581095793,2.33,240,559.07,8.90,,
,02/07/2020,17:16:34,07/02/2020 17:16:34,1581095794,2.37,240,567.96,-8.69,,
,02/07/2020,17:16:35,07/02/2020 17:16:35,1581095795,2.33,240,559.27,-3.78,,
,02/07/2020,17:16:36,07/02/2020 17:16:36,1581095796,2.31,240,555.49,0.21,,
,02/07/2020,17:16:37,07/02/2020 17:16:37,1581095797,2.32,240,555.70,19.55,,
,02/07/2020,17:16:39,07/02/2020 17:16:39,1581095799,2.40,240,575.25,-7.47,,
,02/07/2020,17:16:40,07/02/2020 17:16:40,1581095800,2.37,240,567.77,5.59,,
,02/07/2020,17:16:41,07/02/2020 17:16:41,1581095801,2.39,240,573.36,-1.62,,
,02/07/2020,17:16:42,07/02/2020 17:16:42,1581095802,2.38,240,571.74,3.23,,
,02/07/2020,17:16:43,07/02/2020 17:16:43,1581095803,2.40,240,574.97,1395.69,,
,02/07/2020,17:16:45,07/02/2020 17:16:45,1581095805,8.21,240,1970.65,122.58,Oven ON,"Maximum temperature, 250 degree celcius"
,02/07/2020,17:16:46,07/02/2020 17:16:46,1581095806,8.72,240,2093.23,-16.64,,
,02/07/2020,17:16:47,07/02/2020 17:16:47,1581095807,8.65,240,2076.59,7.05,,
,02/07/2020,17:16:48,07/02/2020 17:16:48,1581095808,8.68,240,2083.64,12.80,,
,02/07/2020,17:16:49,07/02/2020 17:16:49,1581095809,8.74,240,2096.45,-5.63,,
,02/07/2020,17:16:50,07/02/2020 17:16:50,1581095810,8.71,240,2090.81,-17.54,,
,02/07/2020,17:16:52,07/02/2020 17:16:52,1581095812,8.64,240,2073.28,18.97,,
,02/07/2020,17:16:53,07/02/2020 17:16:53,1581095813,8.72,240,2092.25,7.61,,
,02/07/2020,17:16:54,07/02/2020 17:16:54,1581095814,8.75,240,2099.86,-18.27,,
,02/07/2020,17:16:55,07/02/2020 17:16:55,1581095815,8.67,240,2081.59,0.03,,
,02/07/2020,17:16:57,07/02/2020 17:16:57,1581095817,8.67,240,2081.62,12.85,,
,02/07/2020,17:16:58,07/02/2020 17:16:58,1581095818,8.73,240,2094.47,5.09,,
,02/07/2020,17:16:59,07/02/2020 17:16:59,1581095819,8.75,240,2099.56,-23.43,,
,02/07/2020,17:17:00,07/02/2020 17:17:00,1581095820,8.65,240,2076.13,14.66,,
,02/07/2020,17:17:01,07/02/2020 17:17:01,1581095821,8.71,240,2090.79,3.88,,
,02/07/2020,17:17:02,07/02/2020 17:17:02,1581095822,8.73,240,2094.67,0.07,,
,02/07/2020,17:17:04,07/02/2020 17:17:04,1581095824,8.73,240,2094.74,-18.32,,
,02/07/2020,17:17:05,07/02/2020 17:17:05,1581095825,8.65,240,2076.42,19.49,,
,02/07/2020,17:17:06,07/02/2020 17:17:06,1581095826,8.73,240,2095.91,-5.20,,
,02/07/2020,17:17:07,07/02/2020 17:17:07,1581095827,8.71,240,2090.72,-3.09,,
,02/07/2020,17:17:09,07/02/2020 17:17:09,1581095829,8.70,240,2087.63,-5.54,,
,02/07/2020,17:17:10,07/02/2020 17:17:10,1581095830,8.68,240,2082.09,14.01,,
,02/07/2020,17:17:11,07/02/2020 17:17:11,1581095831,8.73,240,2096.09,-7.45,,
,02/07/2020,17:17:12,07/02/2020 17:17:12,1581095832,8.70,240,2088.65,-8.74,,
,02/07/2020,17:17:13,07/02/2020 17:17:13,1581095833,8.67,240,2079.91,8.82,,
,02/07/2020,17:17:14,07/02/2020 17:17:14,1581095834,8.70,240,2088.73,4.67,,
,02/07/2020,17:17:16,07/02/2020 17:17:16,1581095836,8.72,240,2093.40,-22.49,,
,02/07/2020,17:17:17,07/02/2020 17:17:17,1581095837,8.63,240,2070.91,24.34,,
,02/07/2020,17:17:18,07/02/2020 17:17:18,1581095838,8.73,240,2095.25,-5.36,,
,02/07/2020,17:17:19,07/02/2020 17:17:19,1581095839,8.71,240,2089.90,-17.45,,
,02/07/2020,17:17:20,07/02/2020 17:17:20,1581095840,8.64,240,2072.44,8.95,,
,02/07/2020,17:17:22,07/02/2020 17:17:22,1581095842,8.67,240,2081.40,16.35,,
,02/07/2020,17:17:23,07/02/2020 17:17:23,1581095843,8.74,240,2097.75,-13.20,,
,02/07/2020,17:17:24,07/02/2020 17:17:24,1581095844,8.69,240,2084.55,-10.50,,
,02/07/2020,17:17:25,07/02/2020 17:17:25,1581095845,8.64,240,2074.05,13.93,,
,02/07/2020,17:17:26,07/02/2020 17:17:26,1581095846,8.70,240,2087.97,-5.86,,
,02/07/2020,17:17:28,07/02/2020 17:17:28,1581095848,8.68,240,2082.11,-10.47,,
,02/07/2020,17:17:29,07/02/2020 17:17:29,1581095849,8.63,240,2071.64,4.29,,
,02/07/2020,17:17:30,07/02/2020 17:17:30,1581095850,8.65,240,2075.93,10.45,,
,02/07/2020,17:17:31,07/02/2020 17:17:31,1581095851,8.69,240,2086.39,-16.04,,
,02/07/2020,17:17:32,07/02/2020 17:17:32,1581095852,8.63,240,2070.35,2.08,,
,02/07/2020,17:17:34,07/02/2020 17:17:34,1581095854,8.64,240,2072.42,5.08,,
,02/07/2020,17:17:35,07/02/2020 17:17:35,1581095855,8.66,240,2077.50,4.48,,
,02/07/2020,17:17:36,07/02/2020 17:17:36,1581095856,8.67,240,2081.98,-19.84,,
,02/07/2020,17:17:37,07/02/2020 17:17:37,1581095857,8.59,240,2062.15,20.03,,
,02/07/2020,17:17:38,07/02/2020 17:17:38,1581095858,8.68,240,2082.17,-1.76,,
,02/07/2020,17:17:40,07/02/2020 17:17:40,1581095860,8.67,240,2080.41,-8.41,,
,02/07/2020,17:17:41,07/02/2020 17:17:41,1581095861,8.63,240,2072.01,-14.36,,
,02/07/2020,17:17:42,07/02/2020 17:17:42,1581095862,8.57,240,2057.65,23.32,,
,02/07/2020,17:17:43,07/02/2020 17:17:43,1581095863,8.67,240,2080.97,-3.23,,
,02/07/2020,17:17:44,07/02/2020 17:17:44,1581095864,8.66,240,2077.74,-15.94,,
,02/07/2020,17:17:45,07/02/2020 17:17:45,1581095865,8.59,240,2061.81,-1.30,,
,02/07/2020,17:17:47,07/02/2020 17:17:47,1581095867,8.59,240,2060.50,20.23,,
,02/07/2020,17:17:48,07/02/2020 17:17:48,1581095868,8.67,240,2080.73,-4.39,,
,02/07/2020,17:17:49,07/02/2020 17:17:49,1581095869,8.65,240,2076.34,-18.68,,
,02/07/2020,17:17:50,07/02/2020 17:17:50,1581095870,8.57,240,2057.66,-706.28,Oven OFF,
,02/07/2020,17:17:51,07/02/2020 17:17:51,1581095871,5.63,240,1351.38,-789.15,,
,02/07/2020,17:17:53,07/02/2020 17:17:53,1581095873,2.34,240,562.23,2.37,,
,02/07/2020,17:17:54,07/02/2020 17:17:54,1581095874,2.35,240,564.60,-13.77,,
,02/07/2020,17:17:55,07/02/2020 17:17:55,1581095875,2.30,240,550.83,7.44,,
,02/07/2020,17:17:56,07/02/2020 17:17:56,1581095876,2.33,240,558.27,0.43,,
,02/07/2020,17:17:57,07/02/2020 17:17:57,1581095877,2.33,240,558.70,4.28,,
,02/07/2020,17:17:59,07/02/2020 17:17:59,1581095879,2.35,240,562.98,-13.16,,
,02/07/2020,17:18:00,07/02/2020 17:18:00,1581095880,2.29,240,549.82,8.83,,
,02/07/2020,17:18:01,07/02/2020 17:18:01,1581095881,2.33,240,558.65,-2.93,,
,02/07/2020,17:18:02,07/02/2020 17:18:02,1581095882,2.32,240,555.72,9.30,,
,02/07/2020,17:18:03,07/02/2020 17:18:03,1581095883,2.35,240,565.03,-9.82,,
,02/07/2020,17:18:05,07/02/2020 17:18:05,1581095885,2.31,240,555.21,4.21,,
,02/07/2020,17:18:06,07/02/2020 17:18:06,1581095886,2.33,240,559.42,-2.40,,
,02/07/2020,17:18:07,07/02/2020 17:18:07,1581095887,2.32,240,557.02,4.81,,
,02/07/2020,17:18:08,07/02/2020 17:18:08,1581095888,2.34,240,561.83,-3.92,,
,02/07/2020,17:18:09,07/02/2020 17:18:09,1581095889,2.32,240,557.92,-0.17,,
,02/07/2020,17:18:11,07/02/2020 17:18:11,1581095891,2.32,240,557.74,-2.76,,
,02/07/2020,17:18:12,07/02/2020 17:18:12,1581095892,2.31,240,554.98,4.87,,
,02/07/2020,17:18:13,07/02/2020 17:18:13,1581095893,2.33,240,559.85,2.78,,
,02/07/2020,17:18:14,07/02/2020 17:18:14,1581095894,2.34,240,562.63,-1.87,,
,02/07/2020,17:18:15,07/02/2020 17:18:15,1581095895,2.34,240,560.76,-7.52,,
,02/07/2020,17:18:17,07/02/2020 17:18:17,1581095897,2.31,240,553.23,9.89,,
,02/07/2020,17:18:18,07/02/2020 17:18:18,1581095898,2.35,240,563.12,-0.19,,
,02/07/2020,17:18:19,07/02/2020 17:18:19,1581095899,2.35,240,562.93,-10.72,,
,02/07/2020,17:18:20,07/02/2020 17:18:20,1581095900,2.30,240,552.21,0.07,,
,02/07/2020,17:18:21,07/02/2020 17:18:21,1581095901,2.30,240,552.28,7.34,,
,02/07/2020,17:18:23,07/02/2020 17:18:23,1581095903,2.33,240,559.62,8.65,,
,02/07/2020,17:18:24,07/02/2020 17:18:24,1581095904,2.37,240,568.27,-17.58,,
,02/07/2020,17:18:25,07/02/2020 17:18:25,1581095905,2.29,240,550.69,7.26,,
,02/07/2020,17:18:26,07/02/2020 17:18:26,1581095906,2.32,240,557.94,90.82,,
,02/07/2020,17:18:27,07/02/2020 17:18:27,1581095907,2.70,240,648.76,338.80,,
,02/07/2020,17:18:29,07/02/2020 17:18:29,1581095909,4.11,240,987.56,35.85,Microwave ON,Instant cook
,02/07/2020,17:18:30,07/02/2020 17:18:30,1581095910,4.26,240,1023.41,1032.84,,
,02/07/2020,17:18:31,07/02/2020 17:18:31,1581095911,8.57,240,2056.25,37.73,,
,02/07/2020,17:18:32,07/02/2020 17:18:32,1581095912,8.72,240,2093.98,4.71,,
,02/07/2020,17:18:33,07/02/2020 17:18:33,1581095913,8.74,240,2098.69,-30.86,,
,02/07/2020,17:18:35,07/02/2020 17:18:35,1581095915,8.62,240,2067.83,19.88,,
,02/07/2020,17:18:36,07/02/2020 17:18:36,1581095916,8.70,240,2087.71,6.88,,
,02/07/2020,17:18:37,07/02/2020 17:18:37,1581095917,8.73,240,2094.59,-5.64,,
,02/07/2020,17:18:38,07/02/2020 17:18:38,1581095918,8.70,240,2088.95,-8.96,,
,02/07/2020,17:18:39,07/02/2020 17:18:39,1581095919,8.67,240,2079.99,20.51,,
,02/07/2020,17:18:41,07/02/2020 17:18:41,1581095921,8.75,240,2100.51,-5.06,,
,02/07/2020,17:18:42,07/02/2020 17:18:42,1581095922,8.73,240,2095.44,-22.09,,
,02/07/2020,17:18:43,07/02/2020 17:18:43,1581095923,8.64,240,2073.35,4.70,,
,02/07/2020,17:18:44,07/02/2020 17:18:44,1581095924,8.66,240,2078.05,17.89,,
,02/07/2020,17:18:45,07/02/2020 17:18:45,1581095925,8.73,240,2095.94,-2.09,,
,02/07/2020,17:18:46,07/02/2020 17:18:46,1581095926,8.72,240,2093.85,-23.26,,
,02/07/2020,17:18:48,07/02/2020 17:18:48,1581095928,8.63,240,2070.60,10.46,,
,02/07/2020,17:18:49,07/02/2020 17:18:49,1581095929,8.67,240,2081.06,12.03,,
,02/07/2020,17:18:50,07/02/2020 17:18:50,1581095930,8.72,240,2093.08,-0.93,,
,02/07/2020,17:18:51,07/02/2020 17:18:51,1581095931,8.72,240,2092.15,-28.26,,
,02/07/2020,17:18:52,07/02/2020 17:18:52,1581095932,8.60,240,2063.90,24.60,,
,02/07/2020,17:18:54,07/02/2020 17:18:54,1581095934,8.70,240,2088.50,5.95,,
,02/07/2020,17:18:55,07/02/2020 17:18:55,1581095935,8.73,240,2094.44,-3.76,,
,02/07/2020,17:18:56,07/02/2020 17:18:56,1581095936,8.71,240,2090.68,-28.47,,
,02/07/2020,17:18:57,07/02/2020 17:18:57,1581095937,8.59,240,2062.21,32.73,,
,02/07/2020,17:18:58,07/02/2020 17:18:58,1581095938,8.73,240,2094.94,0.89,,
,02/07/2020,17:19:00,07/02/2020 17:19:00,1581095940,8.73,240,2095.82,-12.18,,
,02/07/2020,17:19:01,07/02/2020 17:19:01,1581095941,8.68,240,2083.65,-23.91,,
,02/07/2020,17:19:02,07/02/2020 17:19:02,1581095942,8.58,240,2059.74,26.86,,
,02/07/2020,17:19:03,07/02/2020 17:19:03,1581095943,8.69,240,2086.60,6.76,,
,02/07/2020,17:19:05,07/02/2020 17:19:05,1581095945,8.72,240,2093.36,-5.04,,
,02/07/2020,17:19:06,07/02/2020 17:19:06,1581095946,8.70,240,2088.32,-22.18,,
,02/07/2020,17:19:07,07/02/2020 17:19:07,1581095947,8.61,240,2066.14,11.04,,
,02/07/2020,17:19:08,07/02/2020 17:19:08,1581095948,8.65,240,2077.18,12.96,,
,02/07/2020,17:19:09,07/02/2020 17:19:09,1581095949,8.71,240,2090.15,-0.51,,
,02/07/2020,17:19:10,07/02/2020 17:19:10,1581095950,8.71,240,2089.64,-18.70,,
,02/07/2020,17:19:12,07/02/2020 17:19:12,1581095952,8.63,240,2070.94,-5.89,,
,02/07/2020,17:19:13,07/02/2020 17:19:13,1581095953,8.60,240,2065.05,20.23,,
,02/07/2020,17:19:14,07/02/2020 17:19:14,1581095954,8.69,240,2085.28,0.38,,
,02/07/2020,17:19:15,07/02/2020 17:19:15,1581095955,8.69,240,2085.66,-20.09,,
,02/07/2020,17:19:16,07/02/2020 17:19:16,1581095956,8.61,240,2065.57,-0.34,,
,02/07/2020,17:19:18,07/02/2020 17:19:18,1581095958,8.61,240,2065.23,28.60,,
,02/07/2020,17:19:19,07/02/2020 17:19:19,1581095959,8.72,240,2093.83,-4.76,,
,02/07/2020,17:19:20,07/02/2020 17:19:20,1581095960,8.70,240,2089.07,-25.72,,
,02/07/2020,17:19:21,07/02/2020 17:19:21,1581095961,8.60,240,2063.35,-3.80,,
,02/07/2020,17:19:22,07/02/2020 17:19:22,1581095962,8.58,240,2059.55,36.51,,
,02/07/2020,17:19:24,07/02/2020 17:19:24,1581095964,8.73,240,2096.06,-10.31,,
,02/07/2020,17:19:25,07/02/2020 17:19:25,1581095965,8.69,240,2085.75,-18.27,,
,02/07/2020,17:19:26,07/02/2020 17:19:26,1581095966,8.61,240,2067.48,-306.22,,
,02/07/2020,17:19:27,07/02/2020 17:19:27,1581095967,7.34,240,1761.25,-1181.91,,
,02/07/2020,17:19:28,07/02/2020 17:19:28,1581095968,2.41,240,579.34,-18.98,Microwave OFF,Instant cook
,02/07/2020,17:19:30,07/02/2020 17:19:30,1581095970,2.33,240,560.36,-6.33,,
,02/07/2020,17:19:31,07/02/2020 17:19:31,1581095971,2.31,240,554.03,-0.40,,
,02/07/2020,17:19:32,07/02/2020 17:19:32,1581095972,2.31,240,553.63,16.68,,
,02/07/2020,17:19:33,07/02/2020 17:19:33,1581095973,2.38,240,570.31,-9.49,,
,02/07/2020,17:19:34,07/02/2020 17:19:34,1581095974,2.34,240,560.82,-8.13,,
,02/07/2020,17:19:36,07/02/2020 17:19:36,1581095976,2.30,240,552.69,-2.14,,
,02/07/2020,17:19:37,07/02/2020 17:19:37,1581095977,2.29,240,550.55,16.73,,
,02/07/2020,17:19:38,07/02/2020 17:19:38,1581095978,2.36,240,567.28,-4.79,,
,02/07/2020,17:19:39,07/02/2020 17:19:39,1581095979,2.34,240,562.50,-8.77,,
,02/07/2020,17:19:40,07/02/2020 17:19:40,1581095980,2.31,240,553.72,-0.37,,
,02/07/2020,17:19:41,07/02/2020 17:19:41,1581095981,2.31,240,553.35,9.19,,
,02/07/2020,17:19:43,07/02/2020 17:19:43,1581095983,2.34,240,562.54,1.32,,
,02/07/2020,17:19:44,07/02/2020 17:19:44,1581095984,2.35,240,563.86,-10.16,,
,02/07/2020,17:19:45,07/02/2020 17:19:45,1581095985,2.31,240,553.70,3.85,,
,02/07/2020,17:19:46,07/02/2020 17:19:46,1581095986,2.32,240,557.55,0.65,,
,02/07/2020,17:19:47,07/02/2020 17:19:47,1581095987,2.33,240,558.20,9.29,,
,02/07/2020,17:19:49,07/02/2020 17:19:49,1581095989,2.36,240,567.49,-16.99,,
,02/07/2020,17:19:50,07/02/2020 17:19:50,1581095990,2.29,240,550.50,7.97,,
,02/07/2020,17:19:51,07/02/2020 17:19:51,1581095991,2.33,240,558.47,-5.96,,
,02/07/2020,17:19:52,07/02/2020 17:19:52,1581095992,2.30,240,552.51,21.74,,
